RecordingDate,2021/06/16 15:01:27
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
キミちゃんはどうしていやなきもちになったんだろう？,NextMessageArrowDownImage,661,440,20612,True
キミちゃんはどうしていやなきもちになったんだろう？,MainMessageBubbleImage,661,440,20790,False
キミちゃんはどうしていやなきもちになったんだろう？,NextMessageArrowDownImage,661,440,20966,True
キミちゃんはどうしていやなきもちになったんだろう？,MainMessageBubbleImage,661,440,21340,True
キミちゃんはどうしていやなきもちになったんだろう？,NextPageAfterImage,717,484,21647,True
キミちゃんはどうしていやなきもちになったんだろう？,NextPageAfterImage,717,484,22151,True
キミちゃんはどうしていやなきもちになったんだろう？,NextPageAfterImage,716,479,23086,True
アイテム登場,NextPageAfterImage,716,479,23647,True
アイテム登場,NextPageAfterImage,716,479,24059,True
きちんと伝えてみよう①,BackgroundImage,716,479,24222,False
きちんと伝えてみよう①,BackgroundImage,716,479,24394,True
きちんと伝えてみよう①,NextMessageArrowDownImage,668,453,24966,True
きちんと伝えてみよう①,NextMessageArrowDownImage,655,445,25168,True
きちんと伝えてみよう①,MainMessageBubbleImage,655,445,25361,True
きちんと伝えてみよう①,MainMessageBubbleImage,655,445,25525,True
きちんと伝えてみよう①,NextPageAfterImage,709,467,25784,True
きちんと伝えてみよう①,BackgroundImage,709,467,25968,False
きちんと伝えてみよう①,BackgroundImage,709,467,26135,True
きちんと伝えてみよう①,NextMessageArrowDownImage,661,437,26517,True
きちんと伝えてみよう①,NextMessageArrowDownImage,674,440,27259,True
きちんと伝えてみよう①,NextMessageArrowDownImage,674,440,27436,True
きちんと伝えてみよう①,MainMessageBubbleImage,674,440,27595,False
きちんと伝えてみよう①,MainMessageBubbleImage,674,440,27780,True
きちんと伝えてみよう①,NextPageAfterImage,705,471,28046,True
きちんと伝えてみよう②,BackgroundImage,705,471,28217,False
きちんと伝えてみよう②,BackgroundImage,705,471,28389,True
きちんと伝えてみよう②,MainMessageBubbleImage,663,423,28827,True
きちんと伝えてみよう②,NextMessageArrowDownImage,665,430,29014,True
きちんと伝えてみよう②,MainMessageBubbleImage,666,431,29201,False
きちんと伝えてみよう②,NextMessageArrowDownImage,667,433,29413,True
きちんと伝えてみよう②,MainMessageBubbleImage,672,440,29645,True
きちんと伝えてみよう②,NextPageAfterImage,700,466,30069,True
きちんと伝えてみよう②,BackgroundImage,702,467,30247,False
きちんと伝えてみよう②,NextMessageArrowDownImage,664,434,30771,True
きちんと伝えてみよう②,MainMessageBubbleImage,664,434,30956,False
きちんと伝えてみよう②,NextMessageArrowDownImage,664,434,31127,True
きちんと伝えてみよう②,MainMessageBubbleImage,664,434,31307,False
きちんと伝えてみよう②,NextMessageArrowDownImage,664,434,31479,True
きちんと伝えてみよう②,NextMessageArrowDownImage,664,434,31643,True
きちんと伝えてみよう②,MainMessageBubbleImage,664,434,31823,False
きちんと伝えてみよう②,MainMessageBubbleImage,664,434,31987,True
きちんと伝えてみよう②,NextPageAfterImage,686,451,32308,True
きちんと伝えてみよう②,MainMessageBubbleImage,697,468,32542,False
きちんと伝えてみよう②,NextPageAfterImage,697,468,32853,True
きちんと伝えてみよう②,MainMessageBubbleImage,697,468,33031,False
きちんと伝えてみよう②,NextPageAfterImage,697,468,33219,True
グループアクティビティ,MainMessageBubbleImage,697,468,33390,False
グループアクティビティ,NextPageAfterImage,697,468,33571,True
グループアクティビティ,NextPageAfterImage,701,470,34327,True
グループアクティビティ,NextPageAfterImage,701,470,34507,True
グループアクティビティ,NextPageAfterImage,701,470,34685,True
グループアクティビティ,BackgroundImage,701,470,34881,False
グループアクティビティ,NextPageAfterImage,698,464,35319,True
グループアクティビティ,SomeChoicesListBox,533,185,36286,True
赤丸くんの場面,SelectSomeWordsListBox,596,318,37371,True
赤丸くんの場面,SomeChoicesListBox,550,362,38354,True
赤丸くんの場面,SelectSomeWordsListBox,608,349,38994,True
赤丸くんの場面,SomeChoicesListBox,498,194,39791,True
赤丸くんの場面,SelectSomeWordsListBox,608,395,40421,True
赤丸くんの場面,SomeChoicesListBox,523,196,41146,True
赤丸くんの場面,OkButtonImage,696,466,42910,True
赤丸くんの場面,SelectSomeWordsListBox,571,388,45611,True
赤丸くんの場面,SomeChoicesListBox,420,260,46467,True
赤丸くんの場面,OkButtonImage,683,476,47281,True
赤丸くんの場面,CompleteRolePlayButtonImage,683,476,47457,True
グループアクティビティしゅうりょう,BackgroundImage,683,476,47669,True
グループアクティビティしゅうりょう,NextMessageArrowDownImage,649,434,48396,True
グループアクティビティしゅうりょう,MainMessageBubbleImage,649,434,48597,False
グループアクティビティしゅうりょう,NextMessageArrowDownImage,652,438,49066,True
グループアクティビティしゅうりょう,NextMessageArrowDownImage,652,438,49282,True
グループアクティビティしゅうりょう,NextMessageArrowDownImage,652,438,49831,True
グループアクティビティしゅうりょう,NextMessageArrowDownImage,652,438,50392,True
グループアクティビティしゅうりょう,NextMessageArrowDownImage,652,438,50923,True
その後,BackPageBeforeImage,91,468,52922,True
その後,NextMessageArrowDownImage,649,438,53974,True
その後,NextPageAfterImage,703,469,54466,True
その後,BackgroundImage,703,469,54995,True
その後,NextMessageArrowDownImage,649,433,55434,True
その後,MainMessageBubbleImage,649,433,55620,False
その後,NextMessageArrowDownImage,652,436,56050,True
その後,NextMessageArrowDownImage,652,437,56563,True
その後,MainMessageBubbleImage,652,437,56719,False
その後,NextMessageArrowDownImage,652,437,56899,True
その後,NextPageAfterImage,714,485,57642,True
まとめ,NextMessageArrowDownImage,667,443,58484,True
まとめ,NextPageAfterImage,722,479,59263,True
今回の発明品おさらい,NextPageAfterImage,722,479,59873,True
アイテム図鑑,NextPageAfterImage,722,479,60317,True
エンディング,ReturnToTitleImage,67,474,61536,False
