RecordingDate,2021/06/16 15:03:16
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
深呼吸をやってみよう,DeepBreathBoardImage,521,379,164689,False
深呼吸をやってみよう,DeepBreathBoardImage,521,379,186706,False
深呼吸をやってみよう,DeepBreathBoardImage,521,379,210150,False
深呼吸をやってみよう,NextPageAfterImage,753,474,236983,True
リラックス方法を探そう！（イメージする）,NextPageAfterImage,753,474,237203,False
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,645,431,238727,True
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,645,431,238907,False
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,645,431,239078,True
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,645,431,239294,False
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,645,431,239519,True
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,645,431,239729,False
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,645,431,239949,True
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,645,431,240170,False
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,645,431,240424,True
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,645,431,240662,False
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,645,431,241007,True
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,645,431,241187,False
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,645,431,241442,True
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,645,431,241700,False
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,640,425,253138,True
リラックス方法を探そう！（イメージする）,NextMessageArrowDownImage,640,425,253315,False
リラックス方法を探そう！（イメージする）,MainMessageBubbleImage,640,425,253471,True
リラックス方法を探そう！（イメージする）,MainMessageBubbleImage,640,425,253674,True
リラックス方法を探そう！（イメージする）,NextPageAfterImage,716,488,254457,True
リラックス方法を探そう！（ユーモアをさがす）,NextPageAfterImage,706,475,255528,True
リラックス方法を探そう！（ユーモアをさがす）,NextPageAfterImage,706,475,255716,False
リラックス方法を探そう！（ユーモアをさがす）,BackgroundImage,706,475,255865,True
リラックス方法を探そう！（ユーモアをさがす）,BackgroundImage,706,475,256024,True
リラックス方法を探そう！（ユーモアをさがす）,BackgroundImage,706,475,256200,True
リラックス方法を探そう！（ユーモアをさがす）,NextMessageArrowDownImage,660,431,257031,True
リラックス方法を探そう！（ユーモアをさがす）,NextMessageArrowDownImage,660,431,257229,False
リラックス方法を探そう！（ユーモアをさがす）,NextMessageArrowDownImage,660,431,257376,True
リラックス方法を探そう！（ユーモアをさがす）,NextMessageArrowDownImage,660,431,257576,False
リラックス方法を探そう！（ユーモアをさがす）,NextMessageArrowDownImage,660,431,257719,True
リラックス方法を探そう！（ユーモアをさがす）,NextMessageArrowDownImage,660,431,257939,False
リラックス方法を探そう！（ユーモアをさがす）,NextMessageArrowDownImage,660,431,258101,True
リラックス方法を探そう！（ユーモアをさがす）,NextMessageArrowDownImage,660,431,258399,False
リラックス方法を探そう！（ユーモアをさがす）,NextMessageArrowDownImage,660,431,258648,True
リラックス方法を探そう！（ユーモアをさがす）,NextMessageArrowDownImage,660,431,258872,False
リラックス方法を探そう！（ユーモアをさがす）,NextMessageArrowDownImage,660,431,259090,True
リラックス方法を探そう！（ユーモアをさがす）,NextMessageArrowDownImage,660,431,259433,False
リラックス方法を探そう！（ユーモアをさがす）,NextPageAfterImage,709,467,260475,True
グループアクティビティ開始,NextPageAfterImage,709,467,260750,False
グループアクティビティ開始,NextPageAfterImage,709,467,260907,True
グループアクティビティ開始,NextPageAfterImage,709,467,261244,False
グループアクティビティ開始,BackgroundImage,709,467,261751,True
グループアクティビティ開始,NextMessageArrowDownImage,640,437,262830,True
グループアクティビティ開始,NextMessageArrowDownImage,640,437,263040,False
グループアクティビティ開始,NextMessageArrowDownImage,640,437,263183,True
グループアクティビティ開始,NextMessageArrowDownImage,640,437,263403,False
グループアクティビティ開始,NextMessageArrowDownImage,640,437,263570,True
グループアクティビティ開始,NextMessageArrowDownImage,640,437,263879,False
グループアクティビティ開始,NextMessageArrowDownImage,640,437,263966,True
グループアクティビティ開始,NextMessageArrowDownImage,640,437,264200,False
グループアクティビティ開始,MainMessageBubbleImage,640,437,264401,False
グループアクティビティ開始,NextMessageArrowDownImage,640,437,264624,True
グループアクティビティ,NextMessageArrowDownImage,640,437,264913,True
グループアクティビティ,RelaxMethodInputRectangle,640,437,264955,True
グループアクティビティ,RelaxMethodInputRectangle,640,437,265336,True
グループアクティビティ,RelaxMethodInputCanvasListView,434,243,269753,True
グループアクティビティ,RelaxMethodInputCanvasListView,110,228,271063,True
グループアクティビティ,RelaxMethodInputCanvasListView,219,222,272561,True
グループアクティビティ,RelaxMethodInputCanvasListView,271,216,272873,True
グループアクティビティ,RelaxMethodInputCanvasListView,363,213,273669,True
グループアクティビティ,InputCanvasPlusButton,337,323,274245,True
グループアクティビティ,RelaxMethodInputCanvasListView,162,306,274889,True
グループアクティビティ,InputCanvasPlusButton,248,377,275939,True
グループアクティビティ,RelaxMethodInputCanvasListView,195,377,276494,True
グループアクティビティ,,745,314,278615,True
グループアクティビティ,InputCanvasPlusButton,250,425,279575,True
グループアクティビティ,RelaxMethodInputCanvasListView,261,405,280237,True
グループアクティビティ,RelaxMethodInputCanvasListView,294,381,281165,True
グループアクティビティ,,743,311,282664,True
グループアクティビティ,InputCanvasPlusButton,264,428,283725,True
グループアクティビティ,,746,345,285151,True
グループアクティビティ,RelaxMethodInputCanvasListView,296,323,286095,True
グループアクティビティ,RelaxMethodInputCanvasListView,291,331,287012,True
グループアクティビティ,InputCanvasPlusButton,283,403,287811,True
グループアクティビティ,,744,309,289059,True
グループアクティビティ,RelaxMethodInputCanvasListView,389,318,289901,True
グループアクティビティ,CompleteInputButton,746,124,291389,True
グループアクティビティ,RelaxMethodInputListView,371,300,305371,True
グループアクティビティ,CompleteInputButton,744,110,306511,True
グループアクティビティ,NextGoImage,651,478,309827,True
グループアクティビティ,NextMessageArrowDownImage,666,432,310957,True
グループアクティビティ,NextMessageArrowDownImage,663,435,311596,True
グループアクティビティ,NextPageAfterImage,756,461,312643,True
グループアクティビティ,NextMessageArrowDownImage,646,434,313594,True
グループアクティビティ,NextMessageArrowDownImage,666,434,314280,True
グループアクティビティ,NextPageAfterImage,703,467,315257,True
まとめ,NextMessageArrowDownImage,645,431,316170,True
まとめ,MainMessageBubbleImage,645,431,316331,False
まとめ,NextPageAfterImage,741,476,316927,True
今回の発明品おさらい,NextPageAfterImage,719,473,317721,True
アイテム図鑑,NextPageAfterImage,719,473,318305,True
エンディング,ReturnToTitleImage,54,478,319331,False
