RecordingDate,2021/06/16 15:56:04
WindowSize,800×600

PlayScene,TapObjectName,TapPointX,TapPointY,TapTime[ms],isClickable
ちょうせんしたいこと,BackgroundImage,699,464,44949,True
ちょうせんしたいこと,BackgroundImage,699,464,45191,True
ちょうせんしたいこと,InputChallengeText,400,264,45869,True
ちょうせんしたいこと,InputCanvas,77,240,48016,True
ちょうせんしたいこと,InputCanvas,98,210,48476,True
ちょうせんしたいこと,InputCanvas,115,280,49163,True
ちょうせんしたいこと,InputCanvas,183,332,49648,True
ちょうせんしたいこと,InputCanvas,157,330,49921,True
ちょうせんしたいこと,InputCanvas,272,254,50439,True
ちょうせんしたいこと,InputCanvas,231,333,50668,True
ちょうせんしたいこと,InputCanvas,362,343,51029,True
ちょうせんしたいこと,InputCanvas,447,293,51268,True
ちょうせんしたいこと,InputCanvas,373,314,51534,True
ちょうせんしたいこと,InputCanvas,540,301,51893,True
ちょうせんしたいこと,CompleteInputButton,737,97,52908,True
ちょうせんしたいこと,NextPageAfterImage,743,485,54054,True
ちょうせんしたいこと,NextPageAfterImage,743,479,59585,True
アイテム登場,NextPageAfterImage,742,479,60252,True
アイテム登場,NextPageAfterImage,722,465,73467,True
アイテム登場,NextPageAfterImage,722,465,74032,True
アイテム登場,NextPageAfterImage,722,465,74509,True
アイテム登場,NextPageAfterImage,722,465,74672,True
アイテム登場,BackgroundImage,722,465,74884,True
アイテム登場,NextPageAfterImage,733,486,82914,True
アイテム登場,NextPageAfterImage,731,476,83485,True
アイテム登場,NextPageAfterImage,731,476,83669,True
アイテム登場,NextPageAfterImage,731,476,83833,True
アイテム登場,NextPageAfterImage,731,476,98860,True
アイテム登場,NextMessageArrowDownImage,649,437,100041,True
アイテム登場,NextPageAfterImage,747,478,100845,True
アイテム登場,BackgroundImage,747,478,101007,False
アイテム登場,NextPageAfterImage,747,478,101204,True
グループアクティビティ 開始,NextPageAfterImage,734,472,101953,True
グループアクティビティ 開始,NextPageAfterImage,734,472,102466,True
グループアクティビティ,AosukeKindOfFeelingInputButton1,538,151,104411,True
グループアクティビティ,SelectGoodFeelingListBox,251,148,108319,True
グループアクティビティ,NextPageAfterImage,753,476,109949,True
グループアクティビティ,AosukeKindOfFeelingInputButton2,554,227,123046,True
グループアクティビティ,SelectGoodFeelingListBox,270,177,124110,True
グループアクティビティ,NextPageAfterImage,738,469,125014,True
グループアクティビティ,AosukeKindOfFeelingInputButton3,547,314,125783,True
グループアクティビティ,SelectGoodFeelingListBox,291,208,127308,True
グループアクティビティ,NextPageAfterImage,703,480,128109,True
グループアクティビティ,AosukeKindOfFeelingInputButton4,535,382,128711,True
グループアクティビティ,SelectGoodFeelingListBox,285,229,129601,True
グループアクティビティ,NextPageAfterImage,719,460,130701,True
グループアクティビティ,AosukeSizeOfFeelingInputButton1,633,151,131379,True
グループアクティビティ,SelectNeedleImage,384,311,132208,True
グループアクティビティ,NextPageAfterImage,763,473,133315,True
グループアクティビティ,AosukeSizeOfFeelingInputButton2,651,237,133985,True
グループアクティビティ,SelectNeedleImage,311,372,135124,True
グループアクティビティ,SelectNeedleImage,323,370,135874,True
グループアクティビティ,SelectNeedleImage,364,402,136949,True
グループアクティビティ,SelectNeedleImage,302,352,137869,True
グループアクティビティ,SelectNeedleImage,304,336,138837,True
グループアクティビティ,NextPageAfterImage,719,481,142262,True
グループアクティビティ,AosukeSizeOfFeelingInputButton3,618,292,142917,True
グループアクティビティ,SelectHeartImage,350,312,143767,True
グループアクティビティ,SelectNeedleImage,341,317,144609,True
グループアクティビティ,NextPageAfterImage,720,480,146419,True
グループアクティビティ,AosukeSizeOfFeelingInputButton4,658,376,147404,True
グループアクティビティ,SelectNeedleImage,400,305,148322,True
グループアクティビティ,NextPageAfterImage,731,483,149197,True
グループアクティビティ,NextPageAfterImage,722,475,149665,True
グループアクティビティ,NextMessageArrowDownImage,654,443,160941,True
グループアクティビティ,MainMessageBubbleImage,654,443,161097,False
グループアクティビティ,NextMessageArrowDownImage,654,443,161271,True
グループアクティビティ,NextMessageArrowDownImage,654,443,161722,True
グループアクティビティ,MainMessageBubbleImage,654,443,161880,False
グループアクティビティ,MainMessageBubbleImage,654,443,162036,True
グループアクティビティ,MainMessageBubbleImage,654,443,162201,True
グループアクティビティ,NextPageAfterImage,710,457,162672,True
グループアクティビティ,BackgroundImage,710,457,162847,False
グループアクティビティ,NextPageAfterImage,707,469,163521,True
まとめ,BackgroundImage,707,469,163699,False
まとめ,BackgroundImage,707,469,163884,True
まとめ,NextMessageArrowDownImage,647,446,164433,True
まとめ,NextPageAfterImage,749,461,165224,True
今回の発明品おさらい,NextPageAfterImage,712,478,166656,True
アイテム図鑑,NextPageAfterImage,712,478,167426,True
エンディング,ReturnToTitleImage,41,476,168529,False
